date,station_id,station_name,longitude,latitude,rainfall_value
2024-09-11,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-11,S116,West Coast Highway,103.754,1.281,1.0
2024-09-11,S230,West Coast Road,103.76444,1.30167,0.4
2024-09-11,S104,Woodlands Avenue 9,103.78538,1.44387,2.0
2024-09-11,S210,Woodlands Centre,103.76904,1.44003,5.829
2024-09-11,S227,Woodlands Drive 62,103.80389,1.43944,2.02
2024-09-11,S219,Yio Chu Kang Road,103.87643,1.37999,2.814
2024-09-11,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-11,S112,Lim Chu Kang Road,103.70131,1.43854,1.8
2024-09-12,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-12,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-12,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.204
2024-09-12,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-12,S117,Banyan Road,103.679,1.256,0.0
2024-09-12,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-12,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-12,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-12,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-12,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-12,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-12,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-12,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-12,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-12,S220,Compassvale Lane,103.89797,1.38666,0.203
2024-09-12,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-12,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-12,S215,Geylang East Central,103.88899,1.32785,0.406
2024-09-12,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-12,S221,Hougang Avenue 1,103.89088,1.35691,0.198
2024-09-12,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-12,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-12,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-12,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-12,S43,Kim Chuan Road,103.8878,1.3399,0.2
2024-09-12,S211,Kranji Road,103.75711,1.42918,0.203
2024-09-12,S66,Kranji Way,103.7363,1.4387,0.4
2024-09-12,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-12,S07,Lornie Road,103.8334,1.3415,0.2
2024-09-12,S226,Malan Road,103.80389,1.27472,0.0
2024-09-12,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-12,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-12,S108,Marina Gardens Drive,103.8703,1.2799,0.2
2024-09-12,S113,Marine Parade Road,103.9104,1.30648,0.2
2024-09-12,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-12,S119,Nicoll Highway,103.8666,1.30105,0.2
2024-09-12,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-12,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-12,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-12,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-12,S78,Poole Road,103.89067,1.30703,0.4
2024-09-12,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-12,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-12,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-12,S60,Sentosa,103.8279,1.25,0.2
2024-09-12,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-12,S79,Somerset Road,103.8372,1.3004,0.2
2024-09-12,S214,Tanjong Rhu,103.88289,1.29911,0.197
2024-09-12,S123,Towner Road,103.8577,1.3214,0.2
2024-09-12,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-12,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-12,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-12,S69,Upper Peirce Reservoir Park,103.805,1.37,0.2
2024-09-12,S08,Upper Thomson Road,103.8271,1.3701,0.2
2024-09-12,S116,West Coast Highway,103.754,1.281,0.0
2024-09-12,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-12,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-12,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-12,S227,Woodlands Drive 62,103.80389,1.43944,0.0
2024-09-12,S219,Yio Chu Kang Road,103.87643,1.37999,0.402
2024-09-12,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-12,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-13,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-13,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-13,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-13,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-13,S117,Banyan Road,103.679,1.256,0.0
2024-09-13,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-13,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-13,S218,Bukit Batok Street 34,103.75065,1.36491,0.612
2024-09-13,S64,Bukit Panjang Road,103.7603,1.3824,0.6
2024-09-13,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-13,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-13,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-13,S201,Clementi Park,103.76714,1.32311,0.8
2024-09-13,S50,Clementi Road,103.7768,1.3337,0.6
2024-09-13,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-13,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-13,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-13,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-13,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-13,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-13,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-13,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-13,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-13,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-13,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-13,S211,Kranji Road,103.75711,1.42918,0.406
2024-09-13,S66,Kranji Way,103.7363,1.4387,0.6
2024-09-13,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-13,S226,Malan Road,103.80389,1.27472,0.0
2024-09-13,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-13,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-13,S108,Marina Gardens Drive,103.8703,1.2799,0.2
2024-09-13,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-13,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-13,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-13,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-13,S35,Old Toh Tuck Road,103.7556,1.3329,0.8
2024-09-13,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-13,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-13,S78,Poole Road,103.89067,1.30703,0.0
2024-09-13,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-13,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-13,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-13,S60,Sentosa,103.8279,1.25,0.0
2024-09-13,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-13,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-13,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-13,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-13,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-13,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-13,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-13,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-13,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-13,S116,West Coast Highway,103.754,1.281,0.0
2024-09-13,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-13,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-13,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-13,S227,Woodlands Drive 62,103.80389,1.43944,0.202
2024-09-13,S219,Yio Chu Kang Road,103.87643,1.37999,0.0
2024-09-13,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-13,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-13,S123,Towner Road,103.8577,1.3214,0.0
2024-09-14,S224,Airport Boulevard,103.98409,1.34392,1.005
2024-09-14,S77,Alexandra Road,103.8125,1.2937,2.2
2024-09-14,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,3.672
2024-09-14,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,3.4
2024-09-14,S117,Banyan Road,103.679,1.256,0.2
2024-09-14,S207,Bedok Road,103.95836,1.32485,4.02
2024-09-14,S217,Bishan Street 13,103.85526,1.35041,4.925
2024-09-14,S218,Bukit Batok Street 34,103.75065,1.36491,0.816
2024-09-14,S64,Bukit Panjang Road,103.7603,1.3824,1.0
2024-09-14,S90,Bukit Timah Road,103.8191,1.3191,4.0
2024-09-14,S208,Changi East Close,104.00317,1.3136,0.612
2024-09-14,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.2
2024-09-14,S201,Clementi Park,103.76714,1.32311,0.2
2024-09-14,S50,Clementi Road,103.7768,1.3337,1.0
2024-09-14,S220,Compassvale Lane,103.89797,1.38666,1.624
2024-09-14,S213,Coronation Walk,103.8097,1.32427,3.0
2024-09-14,S107,East Coast Parkway,103.9625,1.3135,3.4
2024-09-14,S215,Geylang East Central,103.88899,1.32785,1.015
2024-09-14,S222,Henderson Road,103.82364,1.28987,2.01
2024-09-14,S221,Hougang Avenue 1,103.89088,1.35691,3.96
2024-09-14,S33,Jurong Pier Road,103.71,1.3081,0.2
2024-09-14,S229,Jurong West Street 42,103.72195,1.35167,0.203
2024-09-14,S228,Jurong West Street 73,103.70073,1.34703,0.198
2024-09-14,S71,Kent Ridge Road,103.7815,1.2923,0.8
2024-09-14,S43,Kim Chuan Road,103.8878,1.3399,2.2
2024-09-14,S211,Kranji Road,103.75711,1.42918,0.203
2024-09-14,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-14,S07,Lornie Road,103.8334,1.3415,3.2
2024-09-14,S226,Malan Road,103.80389,1.27472,2.2
2024-09-14,S40,Mandai Lake Road,103.78962,1.4044,1.4
2024-09-14,S223,Margaret Drive,103.80264,1.29984,2.03
2024-09-14,S108,Marina Gardens Drive,103.8703,1.2799,0.2
2024-09-14,S113,Marine Parade Road,103.9104,1.30648,2.6
2024-09-14,S44,Nanyang Avenue,103.68166,1.34583,0.6
2024-09-14,S119,Nicoll Highway,103.8666,1.30105,1.4
2024-09-14,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.4
2024-09-14,S35,Old Toh Tuck Road,103.7556,1.3329,0.4
2024-09-14,S203,Pasir Panjang,103.7702,1.29164,0.201
2024-09-14,S94,Pasir Ris Street 51,103.9528,1.3662,1.4
2024-09-14,S78,Poole Road,103.89067,1.30703,2.8
2024-09-14,S81,Punggol Central,103.9092,1.4029,0.6
2024-09-14,S111,Scotts Road,103.8365,1.31055,2.4
2024-09-14,S900,Seletar Aerospace View,103.86922,1.41284,1.6
2024-09-14,S60,Sentosa,103.8279,1.25,2.4
2024-09-14,S84,Simei Avenue,103.9444,1.3437,1.4
2024-09-14,S79,Somerset Road,103.8372,1.3004,2.4
2024-09-14,S214,Tanjong Rhu,103.88289,1.29911,1.97
2024-09-14,S88,Toa Payoh North,103.8482,1.3427,4.0
2024-09-14,S123,Towner Road,103.8577,1.3214,0.0
2024-09-14,S89,Tuas Road,103.66162,1.31985,2.6
2024-09-14,S115,Tuas South Avenue 3,103.61843,1.29377,3.0
2024-09-14,S24,Upper Changi Road North,103.9826,1.3678,1.4
2024-09-14,S69,Upper Peirce Reservoir Park,103.805,1.37,1.6
2024-09-14,S08,Upper Thomson Road,103.8271,1.3701,2.6
2024-09-14,S116,West Coast Highway,103.754,1.281,0.8
2024-09-14,S230,West Coast Road,103.76444,1.30167,0.4
2024-09-14,S104,Woodlands Avenue 9,103.78538,1.44387,2.8
2024-09-14,S210,Woodlands Centre,103.76904,1.44003,0.804
2024-09-14,S227,Woodlands Drive 62,103.80389,1.43944,3.03
2024-09-14,S219,Yio Chu Kang Road,103.87643,1.37999,3.216
2024-09-14,S209,Yishun Ring Road,103.84472,1.42111,3.434
2024-09-14,S112,Lim Chu Kang Road,103.70131,1.43854,0.2
2024-09-15,S224,Airport Boulevard,103.98409,1.34392,0.402
2024-09-15,S77,Alexandra Road,103.8125,1.2937,0.6
2024-09-15,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,1.224
2024-09-15,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,1.0
2024-09-15,S117,Banyan Road,103.679,1.256,0.0
2024-09-15,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-15,S217,Bishan Street 13,103.85526,1.35041,1.773
2024-09-15,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-15,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-15,S90,Bukit Timah Road,103.8191,1.3191,1.4
2024-09-15,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-15,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-15,S201,Clementi Park,103.76714,1.32311,4.2
2024-09-15,S50,Clementi Road,103.7768,1.3337,0.2
2024-09-15,S220,Compassvale Lane,103.89797,1.38666,3.451
2024-09-15,S213,Coronation Walk,103.8097,1.32427,1.8
2024-09-15,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-15,S215,Geylang East Central,103.88899,1.32785,1.015
2024-09-15,S222,Henderson Road,103.82364,1.28987,0.402
2024-09-15,S221,Hougang Avenue 1,103.89088,1.35691,0.396
2024-09-15,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-15,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-15,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-15,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-15,S43,Kim Chuan Road,103.8878,1.3399,1.4
2024-09-15,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-15,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-15,S07,Lornie Road,103.8334,1.3415,0.6
2024-09-15,S226,Malan Road,103.80389,1.27472,0.0
2024-09-15,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-15,S223,Margaret Drive,103.80264,1.29984,1.015
2024-09-15,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-15,S113,Marine Parade Road,103.9104,1.30648,0.2
2024-09-15,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-15,S119,Nicoll Highway,103.8666,1.30105,0.2
2024-09-15,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-15,S35,Old Toh Tuck Road,103.7556,1.3329,0.8
2024-09-15,S203,Pasir Panjang,103.7702,1.29164,1.206
2024-09-15,S94,Pasir Ris Street 51,103.9528,1.3662,0.2
2024-09-15,S78,Poole Road,103.89067,1.30703,0.2
2024-09-15,S81,Punggol Central,103.9092,1.4029,2.0
2024-09-15,S111,Scotts Road,103.8365,1.31055,0.6
2024-09-15,S900,Seletar Aerospace View,103.86922,1.41284,4.0
2024-09-15,S60,Sentosa,103.8279,1.25,0.0
2024-09-15,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-15,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-15,S214,Tanjong Rhu,103.88289,1.29911,0.197
2024-09-15,S88,Toa Payoh North,103.8482,1.3427,2.4
2024-09-15,S123,Towner Road,103.8577,1.3214,0.2
2024-09-15,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-15,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-15,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-15,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-15,S08,Upper Thomson Road,103.8271,1.3701,0.4
2024-09-15,S116,West Coast Highway,103.754,1.281,0.0
2024-09-15,S230,West Coast Road,103.76444,1.30167,2.4
2024-09-15,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-15,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-15,S227,Woodlands Drive 62,103.80389,1.43944,0.202
2024-09-15,S219,Yio Chu Kang Road,103.87643,1.37999,5.025
2024-09-15,S209,Yishun Ring Road,103.84472,1.42111,0.202
2024-09-15,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-16,S224,Airport Boulevard,103.98409,1.34392,0.0
2024-09-16,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-16,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.0
2024-09-16,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.0
2024-09-16,S117,Banyan Road,103.679,1.256,0.0
2024-09-16,S207,Bedok Road,103.95836,1.32485,0.0
2024-09-16,S217,Bishan Street 13,103.85526,1.35041,0.0
2024-09-16,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-16,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-16,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-16,S208,Changi East Close,104.00317,1.3136,0.0
2024-09-16,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-16,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-16,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-16,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-16,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-16,S107,East Coast Parkway,103.9625,1.3135,0.0
2024-09-16,S215,Geylang East Central,103.88899,1.32785,0.0
2024-09-16,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-16,S221,Hougang Avenue 1,103.89088,1.35691,0.0
2024-09-16,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-16,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-16,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-16,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-16,S43,Kim Chuan Road,103.8878,1.3399,0.0
2024-09-16,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-16,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-16,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-16,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-16,S226,Malan Road,103.80389,1.27472,0.0
2024-09-16,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-16,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-16,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-16,S113,Marine Parade Road,103.9104,1.30648,0.0
2024-09-16,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-16,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-16,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-16,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-16,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-16,S94,Pasir Ris Street 51,103.9528,1.3662,0.0
2024-09-16,S78,Poole Road,103.89067,1.30703,0.0
2024-09-16,S81,Punggol Central,103.9092,1.4029,0.0
2024-09-16,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-16,S900,Seletar Aerospace View,103.86922,1.41284,0.0
2024-09-16,S60,Sentosa,103.8279,1.25,0.0
2024-09-16,S84,Simei Avenue,103.9444,1.3437,0.0
2024-09-16,S79,Somerset Road,103.8372,1.3004,0.0
2024-09-16,S214,Tanjong Rhu,103.88289,1.29911,0.0
2024-09-16,S88,Toa Payoh North,103.8482,1.3427,0.0
2024-09-16,S123,Towner Road,103.8577,1.3214,0.0
2024-09-16,S89,Tuas Road,103.66162,1.31985,0.0
2024-09-16,S115,Tuas South Avenue 3,103.61843,1.29377,0.0
2024-09-16,S24,Upper Changi Road North,103.9826,1.3678,0.0
2024-09-16,S69,Upper Peirce Reservoir Park,103.805,1.37,0.0
2024-09-16,S08,Upper Thomson Road,103.8271,1.3701,0.0
2024-09-16,S116,West Coast Highway,103.754,1.281,0.0
2024-09-16,S230,West Coast Road,103.76444,1.30167,0.0
2024-09-16,S104,Woodlands Avenue 9,103.78538,1.44387,0.0
2024-09-16,S210,Woodlands Centre,103.76904,1.44003,0.0
2024-09-16,S227,Woodlands Drive 62,103.80389,1.43944,0.0
2024-09-16,S219,Yio Chu Kang Road,103.87643,1.37999,0.0
2024-09-16,S209,Yishun Ring Road,103.84472,1.42111,0.0
2024-09-17,S224,Airport Boulevard,103.98409,1.34392,1.608
2024-09-17,S77,Alexandra Road,103.8125,1.2937,0.0
2024-09-17,S216,Ang Mo Kio Avenue 10,103.85335,1.36019,0.816
2024-09-17,S109,Ang Mo Kio Avenue 5,103.8492,1.3764,0.2
2024-09-17,S117,Banyan Road,103.679,1.256,0.2
2024-09-17,S207,Bedok Road,103.95836,1.32485,1.608
2024-09-17,S217,Bishan Street 13,103.85526,1.35041,0.394
2024-09-17,S218,Bukit Batok Street 34,103.75065,1.36491,0.0
2024-09-17,S64,Bukit Panjang Road,103.7603,1.3824,0.0
2024-09-17,S90,Bukit Timah Road,103.8191,1.3191,0.0
2024-09-17,S208,Changi East Close,104.00317,1.3136,0.816
2024-09-17,S114,Choa Chu Kang Avenue 4,103.73,1.38,0.0
2024-09-17,S201,Clementi Park,103.76714,1.32311,0.0
2024-09-17,S50,Clementi Road,103.7768,1.3337,0.0
2024-09-17,S220,Compassvale Lane,103.89797,1.38666,0.0
2024-09-17,S213,Coronation Walk,103.8097,1.32427,0.0
2024-09-17,S107,East Coast Parkway,103.9625,1.3135,0.8
2024-09-17,S215,Geylang East Central,103.88899,1.32785,0.812
2024-09-17,S222,Henderson Road,103.82364,1.28987,0.0
2024-09-17,S221,Hougang Avenue 1,103.89088,1.35691,0.792
2024-09-17,S33,Jurong Pier Road,103.71,1.3081,0.0
2024-09-17,S229,Jurong West Street 42,103.72195,1.35167,0.0
2024-09-17,S228,Jurong West Street 73,103.70073,1.34703,0.0
2024-09-17,S71,Kent Ridge Road,103.7815,1.2923,0.0
2024-09-17,S43,Kim Chuan Road,103.8878,1.3399,1.6
2024-09-17,S211,Kranji Road,103.75711,1.42918,0.0
2024-09-17,S66,Kranji Way,103.7363,1.4387,0.0
2024-09-17,S112,Lim Chu Kang Road,103.70131,1.43854,0.0
2024-09-17,S07,Lornie Road,103.8334,1.3415,0.0
2024-09-17,S226,Malan Road,103.80389,1.27472,0.0
2024-09-17,S40,Mandai Lake Road,103.78962,1.4044,0.0
2024-09-17,S223,Margaret Drive,103.80264,1.29984,0.0
2024-09-17,S108,Marina Gardens Drive,103.8703,1.2799,0.0
2024-09-17,S113,Marine Parade Road,103.9104,1.30648,0.6
2024-09-17,S44,Nanyang Avenue,103.68166,1.34583,0.0
2024-09-17,S119,Nicoll Highway,103.8666,1.30105,0.0
2024-09-17,S121,Old Choa Chu Kang Road,103.72244,1.37288,0.0
2024-09-17,S35,Old Toh Tuck Road,103.7556,1.3329,0.0
2024-09-17,S203,Pasir Panjang,103.7702,1.29164,0.0
2024-09-17,S94,Pasir Ris Street 51,103.9528,1.3662,1.2
2024-09-17,S78,Poole Road,103.89067,1.30703,0.4
2024-09-17,S81,Punggol Central,103.9092,1.4029,0.2
2024-09-17,S111,Scotts Road,103.8365,1.31055,0.0
2024-09-17,S900,Seletar Aerospace View,103.86922,1.41284,0.2
2024-09-17,S60,Sentosa,103.8279,1.25,0.0
2024-09-17,S84,Simei Avenue,103.9444,1.3437,1.8
2024-09-17,S79,Somerset Road,103.8372,1.3004,0.0
